start_time,end_time,duration,asleep,soothing
2019-12-31 20:37:07,2019-12-31 20:38:01,54,54,0
2019-12-31 23:27:04,2020-01-01 03:15:42,13718,13718,0
2020-01-01 03:55:33,2020-01-01 06:46:57,10284,10284,0
2020-01-01 22:57:44,2020-01-01 23:01:45,241,241,0
2020-01-01 23:37:34,2020-01-02 03:42:10,14676,14676,0
2020-01-02 04:38:57,2020-01-02 07:20:39,9702,9702,0
2020-01-02 17:24:59,2020-01-02 17:45:37,1238,1238,0
2020-01-02 23:17:57,2020-01-03 02:19:08,10871,10871,0
2020-01-03 02:57:10,2020-01-03 06:34:13,13023,13023,0
2020-01-03 22:17:53,2020-01-03 23:14:00,3367,2887,480
2020-01-03 23:55:21,2020-01-04 04:02:21,14820,14820,0
2020-01-04 04:36:58,2020-01-04 06:37:05,7207,7207,0
2020-01-04 06:47:03,2020-01-04 06:50:26,203,203,0
2020-01-04 08:48:10,2020-01-04 08:49:05,55,55,0
2020-01-05 00:29:54,2020-01-05 03:31:15,10881,10881,0
2020-01-05 04:09:53,2020-01-05 07:04:22,10469,10469,0
2020-01-05 07:06:53,2020-01-05 07:07:13,20,20,0
2020-01-05 22:35:17,2020-01-06 05:36:47,25290,25113,177
2020-01-06 06:27:10,2020-01-06 08:43:05,8155,7721,434
2020-01-06 16:59:12,2020-01-06 17:05:50,398,398,0
2020-01-06 21:34:25,2020-01-06 21:36:20,115,115,0
2020-01-06 22:24:55,2020-01-06 22:32:04,429,429,0
2020-01-06 23:40:31,2020-01-07 03:51:19,15048,15048,0
2020-01-07 04:18:03,2020-01-07 07:03:22,9919,9919,0
2020-01-07 22:21:22,2020-01-08 03:29:38,18496,18496,0
2020-01-08 03:55:28,2020-01-08 06:33:03,9455,9455,0
2020-01-08 22:17:48,2020-01-09 02:33:52,15364,15364,0
2020-01-09 03:09:03,2020-01-09 06:10:39,10896,10896,0
2020-01-09 07:04:25,2020-01-09 07:06:06,101,101,0
2020-01-09 07:37:21,2020-01-09 09:28:32,6671,6671,0
2020-01-09 22:06:25,2020-01-09 22:45:22,2337,2337,0
2020-01-09 23:58:21,2020-01-10 04:18:12,15591,15516,75
2020-01-10 04:44:09,2020-01-10 07:24:32,9623,9623,0
2020-01-10 08:07:57,2020-01-10 11:51:31,13414,12080,1334
2020-01-10 22:59:48,2020-01-11 03:09:06,14958,14958,0
2020-01-11 04:09:08,2020-01-11 06:57:46,10118,10118,0
2020-01-11 06:59:11,2020-01-11 07:00:09,58,58,0
2020-01-11 09:07:44,2020-01-11 09:42:33,2089,2089,0
2020-01-11 23:40:56,2020-01-12 03:22:07,13271,13151,120
2020-01-12 03:51:50,2020-01-12 06:38:18,9988,9984,4
2020-01-12 07:18:45,2020-01-12 07:21:27,162,162,0
2020-01-12 16:53:58,2020-01-12 20:27:48,12830,12830,0
2020-01-12 22:26:44,2020-01-13 02:05:45,13141,12970,171
2020-01-13 02:49:22,2020-01-13 02:56:17,415,415,0
2020-01-13 03:08:52,2020-01-13 05:02:15,6803,6803,0
2020-01-13 06:03:59,2020-01-13 08:22:10,8291,8291,0
2020-01-13 22:33:53,2020-01-14 04:54:20,22827,22758,69
2020-01-14 05:46:15,2020-01-14 08:09:13,8578,8335,243
2020-01-14 23:30:02,2020-01-15 04:08:33,16711,16700,11
2020-01-15 04:47:49,2020-01-15 04:55:42,473,473,0
2020-01-15 04:59:30,2020-01-15 07:22:24,8574,8547,27
2020-01-15 23:05:53,2020-01-16 03:30:52,15899,15899,0
2020-01-16 04:22:46,2020-01-16 06:56:05,9199,9199,0
2020-01-16 10:11:58,2020-01-16 10:21:52,594,594,0
2020-01-16 11:28:10,2020-01-16 11:41:13,783,333,450
2020-01-16 12:00:08,2020-01-16 12:31:59,1911,1911,0
2020-01-16 12:57:16,2020-01-16 13:09:54,758,758,0
2020-01-16 13:27:12,2020-01-16 13:30:58,226,226,0
2020-01-16 14:44:19,2020-01-16 15:25:48,2489,2489,0
2020-01-16 17:28:38,2020-01-16 17:42:48,850,198,652
2020-01-16 18:34:36,2020-01-16 19:18:06,2610,2610,0
2020-01-16 21:21:23,2020-01-16 21:57:56,2193,2193,0
2020-01-16 23:29:42,2020-01-16 23:35:05,323,323,0
2020-01-16 23:53:49,2020-01-17 05:25:22,19893,19893,0
2020-01-17 06:12:14,2020-01-17 08:17:55,7541,7541,0
2020-01-17 22:15:57,2020-01-18 01:34:37,11920,11908,12
2020-01-18 02:08:38,2020-01-18 05:40:50,12732,12732,0
2020-01-18 06:47:30,2020-01-18 09:03:25,8155,8155,0
2020-01-18 22:16:05,2020-01-18 22:17:52,107,107,0
2020-01-18 22:36:20,2020-01-19 05:02:27,23167,23167,0
2020-01-19 06:40:34,2020-01-19 09:08:05,8851,8851,0
2020-01-19 22:41:18,2020-01-20 02:56:05,15287,15223,64
2020-01-20 04:11:39,2020-01-20 07:44:16,12757,12757,0
2020-01-20 22:21:28,2020-01-21 03:39:57,19109,19109,0
2020-01-21 04:33:06,2020-01-21 07:58:52,12346,12346,0
2020-01-21 22:49:13,2020-01-22 04:05:56,19003,19003,0
2020-01-22 04:56:45,2020-01-22 07:49:24,10359,10359,0
2020-01-22 09:12:10,2020-01-22 10:17:55,3945,3945,0
2020-01-22 16:39:20,2020-01-22 18:02:30,4990,4990,0
2020-01-22 19:18:08,2020-01-22 19:23:46,338,338,0
2020-01-22 21:13:08,2020-01-23 03:36:42,23014,23014,0
2020-01-23 04:48:04,2020-01-23 08:14:56,12412,12412,0
2020-01-23 10:00:51,2020-01-23 10:37:20,2189,2189,0
2020-01-23 12:21:05,2020-01-23 13:05:12,2647,2647,0
2020-01-23 23:25:50,2020-01-24 04:48:27,19357,19357,0
2020-01-24 05:49:08,2020-01-24 08:39:35,10227,10227,0
2020-01-24 10:35:32,2020-01-24 11:24:22,2930,2930,0
2020-01-24 14:54:32,2020-01-24 15:42:52,2900,2900,0
2020-01-24 16:09:09,2020-01-24 16:11:32,143,143,0
2020-01-24 22:53:53,2020-01-25 03:46:30,17557,17557,0
2020-01-25 04:22:32,2020-01-25 07:43:11,12039,12039,0
2020-01-25 08:52:56,2020-01-25 09:44:22,3086,3086,0
2020-01-25 11:46:10,2020-01-25 12:28:27,2537,1854,683
2020-01-25 12:26:29,2020-01-25 12:30:31,242,197,45
2020-01-25 17:28:47,2020-01-25 17:34:37,350,144,206
2020-01-25 21:46:07,2020-01-26 03:53:52,22065,22065,0
2020-01-26 04:19:21,2020-01-26 06:20:58,7297,6945,352
2020-01-26 06:36:02,2020-01-26 09:42:02,11160,11155,5
2020-01-26 11:46:11,2020-01-26 12:30:17,2646,2485,161
2020-01-26 22:28:24,2020-01-27 03:56:41,19697,19697,0
2020-01-27 04:47:24,2020-01-27 05:24:07,2203,2173,30
2020-01-27 05:35:16,2020-01-27 08:13:15,9479,9166,313
2020-01-27 09:40:39,2020-01-27 09:43:53,194,194,0
2020-01-27 09:53:33,2020-01-27 10:33:01,2368,2120,248
2020-01-27 15:58:29,2020-01-27 16:00:45,136,136,0
2020-01-27 16:08:39,2020-01-27 16:14:10,331,331,0
2020-01-27 16:31:02,2020-01-27 16:36:33,331,331,0
2020-01-27 22:55:20,2020-01-28 04:20:43,19523,19523,0
2020-01-28 04:46:42,2020-01-28 08:32:49,13567,12651,916
2020-01-28 10:08:20,2020-01-28 10:40:32,1932,1932,0
2020-01-28 21:02:43,2020-01-29 03:51:38,24535,24055,480
2020-01-29 04:12:50,2020-01-29 08:03:03,13813,12310,1503
2020-01-29 09:08:54,2020-01-29 09:15:01,367,207,160
2020-01-29 10:27:48,2020-01-29 11:01:06,1998,1742,256
2020-01-29 21:28:46,2020-01-30 03:32:22,21816,21816,0
2020-01-30 04:03:21,2020-01-30 08:00:33,14232,13303,929
2020-01-30 08:52:15,2020-01-30 08:52:42,27,27,0
2020-01-30 09:16:45,2020-01-30 09:20:54,249,15,234
2020-01-30 11:41:22,2020-01-30 11:42:00,38,15,23
2020-01-30 21:07:52,2020-01-31 01:30:26,15754,15717,37
2020-01-31 02:02:25,2020-01-31 06:28:25,15960,15960,0
2020-01-31 07:11:31,2020-01-31 09:22:16,7845,6947,898
2020-01-31 20:34:49,2020-01-31 20:37:56,187,106,81
2020-01-31 21:16:15,2020-02-01 02:37:01,19246,19246,0
2020-02-01 03:03:53,2020-02-01 07:00:46,14213,14213,0
2020-02-01 07:59:33,2020-02-01 08:43:01,2608,2136,472
2020-02-01 21:26:18,2020-02-01 22:18:18,3120,3060,60
2020-02-01 22:40:31,2020-02-02 06:38:40,28689,28674,15
2020-02-02 07:00:09,2020-02-02 09:07:59,7670,7048,622
2020-02-02 20:33:08,2020-02-02 21:05:13,1925,1925,0
2020-02-02 21:21:21,2020-02-02 21:33:39,738,738,0
2020-02-02 21:47:32,2020-02-03 03:55:34,22082,22082,0
2020-02-03 04:17:52,2020-02-03 07:50:02,12730,12491,239
2020-02-03 21:06:56,2020-02-04 04:38:29,27093,26858,235
2020-02-04 05:00:57,2020-02-04 08:31:47,12650,12578,72
2020-02-04 11:25:23,2020-02-04 13:27:18,7315,7315,0
2020-02-04 17:35:48,2020-02-04 17:38:46,178,178,0
2020-02-04 17:39:22,2020-02-04 19:21:41,6139,6090,49
2020-02-04 21:38:55,2020-02-05 00:41:09,10934,10917,17
2020-02-05 01:05:47,2020-02-05 06:03:49,17882,17882,0
2020-02-05 06:27:46,2020-02-05 09:17:49,10203,8274,1929
2020-02-05 10:48:01,2020-02-05 11:35:35,2854,2543,311
2020-02-05 11:47:40,2020-02-05 11:51:52,252,252,0
2020-02-05 12:56:01,2020-02-05 12:57:54,113,113,0
2020-02-05 13:05:06,2020-02-05 14:04:42,3576,3381,195
2020-02-05 15:23:08,2020-02-05 15:26:37,209,209,0
2020-02-05 15:32:32,2020-02-05 16:11:52,2360,2360,0
2020-02-05 16:18:03,2020-02-05 16:19:54,111,111,0
2020-02-05 21:36:06,2020-02-06 03:49:13,22387,21907,480
2020-02-06 04:07:22,2020-02-06 09:18:30,18668,17827,841
2020-02-06 11:06:53,2020-02-06 12:06:43,3590,3396,194
2020-02-06 15:08:12,2020-02-06 15:16:58,526,444,82
2020-02-06 15:25:09,2020-02-06 15:57:21,1932,1932,0
2020-02-06 17:22:33,2020-02-06 17:32:05,572,572,0
2020-02-06 17:39:55,2020-02-06 18:09:49,1794,1530,264
2020-02-06 18:12:53,2020-02-06 18:13:14,21,21,0
2020-02-06 18:32:53,2020-02-06 18:37:23,270,168,102
2020-02-06 21:26:57,2020-02-06 21:36:39,582,582,0
2020-02-06 21:54:24,2020-02-06 22:00:01,337,112,225
2020-02-06 22:07:43,2020-02-07 04:51:25,24222,24222,0
2020-02-07 05:26:21,2020-02-07 08:31:27,11106,10720,386
2020-02-07 21:07:06,2020-02-07 21:13:49,403,403,0
2020-02-07 21:49:43,2020-02-08 03:50:17,21634,21634,0
2020-02-08 04:16:10,2020-02-08 07:48:16,12726,12403,323
2020-02-08 21:18:13,2020-02-09 04:30:50,25957,25957,0
2020-02-09 04:51:19,2020-02-09 08:44:56,14017,13435,582
2020-02-09 21:18:51,2020-02-10 04:24:27,25536,25536,0
2020-02-10 04:44:00,2020-02-10 07:53:18,11358,11103,255
2020-02-10 20:33:38,2020-02-10 21:20:56,2838,2838,0
2020-02-10 22:02:18,2020-02-11 05:23:38,26480,26480,0
2020-02-11 05:45:44,2020-02-11 08:50:19,11075,11075,0
2020-02-11 22:10:37,2020-02-12 03:10:24,17987,17987,0
2020-02-12 03:37:24,2020-02-12 08:16:58,16774,16746,28
2020-02-12 11:02:11,2020-02-12 11:20:20,1089,802,287
2020-02-12 11:24:45,2020-02-12 11:26:04,79,79,0
2020-02-12 17:42:52,2020-02-12 17:47:35,283,283,0
2020-02-12 21:01:25,2020-02-13 04:13:03,25898,25898,0
2020-02-13 04:31:34,2020-02-13 07:53:53,12139,12139,0
2020-02-13 21:07:14,2020-02-14 03:49:30,24136,24136,0
2020-02-14 04:07:36,2020-02-14 07:35:13,12457,12457,0
2020-02-14 10:34:59,2020-02-14 10:52:54,1075,1075,0
2020-02-14 10:59:14,2020-02-14 11:50:33,3079,3079,0
2020-02-14 22:02:26,2020-02-15 05:08:26,25560,25560,0
2020-02-15 05:25:46,2020-02-15 05:35:19,573,573,0
2020-02-15 05:39:24,2020-02-15 05:41:20,116,116,0
2020-02-15 05:53:12,2020-02-15 08:12:04,8332,8332,0
2020-02-15 21:21:01,2020-02-15 21:27:48,407,407,0
2020-02-15 21:30:07,2020-02-15 21:35:47,340,340,0
2020-02-15 21:48:48,2020-02-15 22:40:16,3088,3088,0
2020-02-15 22:52:04,2020-02-16 06:14:56,26572,26572,0
2020-02-16 06:33:20,2020-02-16 06:34:55,95,95,0
2020-02-16 06:47:43,2020-02-16 08:32:20,6277,5684,593
2020-02-16 21:32:49,2020-02-17 04:24:26,24697,24697,0
2020-02-17 04:59:01,2020-02-17 04:59:53,52,52,0
2020-02-17 05:03:30,2020-02-17 07:33:49,9019,9019,0
2020-02-17 21:29:12,2020-02-18 02:12:26,16994,16994,0
2020-02-18 02:32:55,2020-02-18 07:18:08,17113,17113,0
2020-02-18 21:15:02,2020-02-18 21:24:57,595,595,0
2020-02-18 21:31:22,2020-02-18 21:32:56,94,94,0
2020-02-18 21:48:22,2020-02-18 21:57:31,549,549,0
2020-02-18 22:07:46,2020-02-18 22:07:55,9,9,0
2020-02-18 22:12:40,2020-02-18 22:15:35,175,175,0
2020-02-18 22:43:09,2020-02-19 06:08:51,26742,26742,0
2020-02-19 06:33:45,2020-02-19 09:11:37,9472,9472,0
2020-02-19 21:04:07,2020-02-19 21:09:31,324,324,0
2020-02-19 21:29:24,2020-02-20 03:41:04,22300,22300,0
2020-02-20 04:00:06,2020-02-20 07:02:57,10971,10971,0
2020-02-20 07:40:25,2020-02-20 09:28:55,6510,6510,0
2020-02-20 13:36:04,2020-02-20 13:43:17,433,347,86
2020-02-20 21:19:16,2020-02-21 02:40:10,19254,19254,0
2020-02-21 03:07:32,2020-02-21 07:07:19,14387,14387,0
2020-02-21 07:30:02,2020-02-21 07:30:43,41,41,0
2020-02-21 07:44:40,2020-02-21 09:22:12,5852,5852,0
2020-02-21 21:38:43,2020-02-21 21:41:13,150,150,0
2020-02-21 21:52:56,2020-02-21 22:02:13,557,557,0
2020-02-21 22:20:27,2020-02-21 22:24:30,243,243,0
2020-02-21 22:38:44,2020-02-21 22:40:38,114,114,0
2020-02-21 22:53:25,2020-02-21 22:55:44,139,139,0
2020-02-21 22:58:49,2020-02-22 06:18:12,26363,26363,0
2020-02-22 06:36:43,2020-02-22 08:53:24,8201,8048,153
2020-02-22 21:24:01,2020-02-23 05:03:12,27551,27551,0
2020-02-23 05:26:58,2020-02-23 08:07:29,9631,9631,0
2020-02-23 21:03:46,2020-02-24 03:11:18,22052,22052,0
2020-02-24 03:36:52,2020-02-24 07:38:01,14469,14469,0
2020-02-24 07:51:28,2020-02-24 09:47:05,6937,6937,0
2020-02-24 20:34:14,2020-02-24 20:34:26,12,12,0
2020-02-24 20:54:14,2020-02-24 21:08:38,864,864,0
2020-02-24 21:19:22,2020-02-25 05:11:27,28325,28325,0
2020-02-25 05:17:53,2020-02-25 08:40:50,12177,12177,0
2020-02-25 20:40:30,2020-02-25 20:47:36,426,426,0
2020-02-25 20:52:47,2020-02-25 20:56:08,201,201,0
2020-02-25 21:39:03,2020-02-26 05:34:07,28504,28504,0
2020-02-26 05:49:48,2020-02-26 09:07:54,11886,11886,0
2020-02-26 20:49:23,2020-02-27 02:29:12,20389,20389,0
2020-02-27 02:50:02,2020-02-27 02:50:29,27,27,0
2020-02-27 02:50:52,2020-02-27 02:50:53,1,1,0
2020-02-27 02:50:18,2020-02-27 07:08:42,15504,15504,0
2020-02-27 07:30:06,2020-02-27 08:29:31,3565,3565,0
2020-02-29 18:00:11,2020-02-29 18:03:45,214,214,0
2020-02-29 18:07:37,2020-02-29 18:13:39,362,362,0
2020-02-29 18:17:17,2020-02-29 19:02:33,2716,2716,0
2020-02-29 21:10:16,2020-02-29 21:12:30,134,134,0
2020-02-29 21:15:25,2020-02-29 22:25:57,4232,4232,0
2020-02-29 22:32:17,2020-03-01 06:04:16,27119,27119,0
2020-03-01 06:18:53,2020-03-01 08:58:23,9570,9570,0
2020-03-01 10:17:21,2020-03-01 10:20:05,164,164,0
2020-03-01 10:21:44,2020-03-01 10:23:25,101,101,0
2020-03-01 10:24:17,2020-03-01 11:00:05,2148,2148,0
2020-03-01 15:26:25,2020-03-01 15:33:32,427,427,0
2020-03-01 15:38:06,2020-03-01 15:43:14,308,308,0
2020-03-01 16:19:33,2020-03-01 16:22:42,189,177,12
2020-03-01 16:28:30,2020-03-01 16:29:39,69,69,0
2020-03-01 16:36:39,2020-03-01 16:37:18,39,32,7
2020-03-01 16:41:09,2020-03-01 17:17:40,2191,2191,0
2020-03-01 19:10:36,2020-03-01 19:49:13,2317,2317,0
2020-03-01 19:57:17,2020-03-01 19:58:38,81,81,0
2020-03-01 21:19:38,2020-03-01 21:23:09,211,211,0
2020-03-01 21:28:33,2020-03-02 04:40:42,25929,25929,0
2020-03-02 04:51:02,2020-03-02 07:41:20,10218,10216,2
2020-03-02 08:03:02,2020-03-02 09:23:42,4840,4840,0
2020-03-02 13:25:34,2020-03-02 13:28:56,202,202,0
2020-03-02 13:32:29,2020-03-02 14:22:37,3008,2063,945
2020-03-02 15:42:46,2020-03-02 15:45:01,135,135,0
2020-03-02 15:53:06,2020-03-02 16:49:03,3357,3357,0
2020-03-02 16:54:43,2020-03-02 16:55:46,63,29,34
2020-03-02 17:39:01,2020-03-02 17:41:24,143,143,0
2020-03-02 17:50:41,2020-03-02 17:52:38,117,32,85
2020-03-02 17:57:55,2020-03-02 17:59:30,95,95,0
2020-03-02 18:19:56,2020-03-02 19:07:15,2839,2839,0
2020-03-02 21:14:14,2020-03-02 21:16:29,135,135,0
2020-03-02 21:18:08,2020-03-03 04:18:53,25245,25245,0
2020-03-03 04:34:54,2020-03-03 08:01:09,12375,12375,0
2020-03-03 09:45:33,2020-03-03 09:47:37,124,124,0
2020-03-03 09:52:20,2020-03-03 10:33:05,2445,2445,0
2020-03-03 14:26:28,2020-03-03 15:24:00,3452,3452,0
2020-03-03 15:24:36,2020-03-03 15:26:39,123,86,37
2020-03-03 15:32:57,2020-03-03 15:34:26,89,89,0
2020-03-03 16:30:15,2020-03-03 16:31:07,52,52,0
2020-03-03 16:36:50,2020-03-03 17:17:03,2413,2413,0
2020-03-03 17:18:33,2020-03-03 18:51:11,5558,5558,0
2020-03-03 21:10:38,2020-03-03 21:12:39,121,121,0
2020-03-03 21:12:08,2020-03-03 21:13:12,64,64,0
2020-03-03 21:39:49,2020-03-04 03:53:02,22393,22393,0
2020-03-04 04:06:30,2020-03-04 09:21:59,18929,18929,0
2020-03-04 13:14:02,2020-03-04 13:59:13,2711,2711,0
2020-03-04 14:05:43,2020-03-04 14:06:39,56,17,39
2020-03-04 14:09:38,2020-03-04 14:10:03,25,25,0
2020-03-04 15:31:03,2020-03-04 18:25:20,10457,10457,0
2020-03-04 20:50:11,2020-03-04 20:53:58,227,227,0
2020-03-04 20:58:06,2020-03-05 04:41:40,27814,27814,0
2020-03-05 05:02:22,2020-03-05 08:18:51,11789,11789,0
2020-03-05 14:53:47,2020-03-05 14:57:31,224,91,133
2020-03-05 14:59:42,2020-03-05 16:56:16,6994,6919,75
2020-03-05 18:26:05,2020-03-05 18:33:28,443,443,0
2020-03-05 18:36:20,2020-03-05 19:22:19,2759,2759,0
2020-03-05 21:21:14,2020-03-05 21:23:54,160,160,0
2020-03-05 21:28:59,2020-03-06 03:48:04,22745,22745,0
2020-03-06 04:06:29,2020-03-06 08:26:19,15590,15590,0
2020-03-06 10:17:47,2020-03-06 10:18:40,53,53,0
2020-03-06 10:22:03,2020-03-06 11:30:52,4129,4129,0
2020-03-06 14:47:15,2020-03-06 14:51:09,234,234,0
2020-03-06 14:55:31,2020-03-06 15:46:01,3030,3030,0
2020-03-06 17:02:44,2020-03-06 17:06:31,227,227,0
2020-03-06 17:11:25,2020-03-06 17:12:52,87,81,6
2020-03-06 17:19:52,2020-03-06 18:10:30,3038,3038,0
2020-03-06 18:16:01,2020-03-06 18:17:04,63,13,50
2020-03-06 18:21:33,2020-03-06 18:23:59,146,136,10
2020-03-06 18:27:24,2020-03-06 18:32:13,289,289,0
2020-03-06 20:11:34,2020-03-06 20:13:17,103,103,0
2020-03-06 20:14:43,2020-03-06 20:15:26,43,43,0
2020-03-06 20:21:18,2020-03-06 20:25:31,253,253,0
2020-03-06 20:27:27,2020-03-07 04:25:21,28674,28674,0
2020-03-07 04:40:14,2020-03-07 08:42:05,14511,14234,277
2020-03-07 10:19:39,2020-03-07 10:20:26,47,47,0
2020-03-07 10:26:07,2020-03-07 11:01:14,2107,1627,480
2020-03-07 12:29:19,2020-03-07 12:30:02,43,43,0
2020-03-07 12:29:10,2020-03-07 12:34:36,326,318,8
2020-03-07 12:41:45,2020-03-07 12:42:17,32,23,9
2020-03-07 12:45:42,2020-03-07 13:22:26,2204,2204,0
2020-03-07 15:12:19,2020-03-07 16:02:57,3038,3038,0
2020-03-07 17:15:50,2020-03-07 17:17:33,103,103,0
2020-03-07 17:23:14,2020-03-07 18:34:18,4264,4264,0
2020-03-07 20:15:21,2020-03-07 20:16:01,40,40,0
2020-03-07 20:20:53,2020-03-07 20:21:50,57,57,0
2020-03-07 20:22:56,2020-03-07 21:14:56,3120,2240,880
2020-03-07 21:39:18,2020-03-07 21:42:28,190,190,0
2020-03-07 21:52:43,2020-03-08 03:09:49,19026,19014,12
2020-03-08 04:36:57,2020-03-08 09:26:48,17391,17391,0
2020-03-08 11:18:58,2020-03-08 11:20:29,91,91,0
2020-03-08 11:24:26,2020-03-08 12:09:56,2730,2730,0
2020-03-08 15:12:05,2020-03-08 15:14:26,141,141,0
2020-03-08 15:15:55,2020-03-08 15:53:56,2281,2281,0
2020-03-08 16:34:40,2020-03-08 16:35:06,26,13,13
2020-03-08 16:49:38,2020-03-08 18:59:42,7804,7324,480
2020-03-08 20:25:37,2020-03-08 20:26:44,67,15,52
2020-03-08 20:32:02,2020-03-08 21:26:54,3292,3292,0
2020-03-08 21:46:19,2020-03-09 04:18:39,23540,23519,21
2020-03-09 04:34:50,2020-03-09 08:26:42,13912,13912,0
2020-03-09 08:40:24,2020-03-09 08:40:44,20,20,0
2020-03-09 08:42:48,2020-03-09 08:43:47,59,13,46
2020-03-09 08:50:14,2020-03-09 09:53:04,3770,3770,0
2020-03-09 11:18:16,2020-03-09 11:20:23,127,127,0
2020-03-09 11:26:10,2020-03-09 12:05:48,2378,2378,0
2020-03-09 12:09:30,2020-03-09 12:10:46,76,76,0
2020-03-09 14:58:33,2020-03-09 14:59:07,34,34,0
2020-03-09 15:06:37,2020-03-09 15:41:43,2106,2106,0
2020-03-09 15:50:19,2020-03-09 15:51:10,51,51,0
2020-03-09 15:55:19,2020-03-09 17:13:25,4686,4686,0
2020-03-09 18:07:58,2020-03-09 18:08:28,30,30,0
2020-03-09 18:14:41,2020-03-09 19:07:14,3153,3153,0
2020-03-09 19:11:33,2020-03-09 19:32:45,1272,792,480
2020-03-09 20:27:27,2020-03-09 20:34:20,413,413,0
